[2025-02-23 12:25:40][MAIN] - Bot is ready.
[2025-02-23 12:25:41][MAIN] - Contacting Arduino..
[2025-02-23 12:25:42][MAIN] - Arduino found!
[2025-02-23 12:25:42][MAIN] - Actuator running.
[2025-02-23 12:25:42][MAIN] - Pulling from GitHub: /home/claudio/Python-Projects/RoomServer
[2025-02-23 12:25:43][MAIN] - Already up to date.
[2025-02-23 12:25:43][MAIN] - To Arduino: LIGHTSON
[2025-02-23 12:25:46][MAIN] - IP 84.150.103.227 uploaded to:
[2025-02-23 12:25:46][MAIN] - https://storage.googleapis.com/ip-manager42.appspot.com/RaspberryPi-Cyan/ip_server.txt
[2025-02-23 12:25:47][FLASK] -  * Serving Flask app 'server'
[2025-02-23 12:25:47][FLASK] -  * Debug mode: off
[2025-02-23 12:25:47][WEBSOCKET] -  * Serving Flask app 'websocket'
[2025-02-23 12:25:47][WEBSOCKET] -  * Debug mode: off
[2025-02-23 12:25:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:26:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:26:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:26:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:26:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:26:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:26:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:27:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:27:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:27:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:27:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:27:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:27:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:28:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:28:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:28:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:28:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:28:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:28:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:29:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:29:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:29:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:29:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:29:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:29:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:30:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:30:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:30:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:30:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:30:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:30:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:31:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:31:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:31:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:31:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:31:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:31:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:32:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:32:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:32:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:32:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:32:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:32:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:33:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:33:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:33:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:33:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:33:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:33:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:34:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:34:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:34:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:34:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:34:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:34:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:35:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:35:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:35:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:35:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:35:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:35:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-23 12:36:07][FLASK] - AUDIO: {'audio': 'pingvol'}
