[2025-02-21 04:00:11][MAIN] - Bot is ready.
[2025-02-21 04:00:12][MAIN] - Contacting Arduino..
[2025-02-21 04:00:13][MAIN] - Arduino found!
[2025-02-21 04:00:13][MAIN] - Actuator running.
[2025-02-21 04:00:13][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-21 04:00:14][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-21 04:00:17][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-21 04:00:17][MAIN] - IP 84.150.103.227 uploaded to:
[2025-02-21 04:00:17][MAIN] - https://storage.googleapis.com/ip-manager42.appspot.com/RaspberryPi-Cyan/ip_server.txt
[2025-02-21 04:00:17][MAIN] - To Arduino: STRIPTOPOFF
[2025-02-21 04:00:17][MAIN] - Pulling from GitHub: /home/claudio/Python-Projects/RoomServer
[2025-02-21 04:00:18][FLASK] -  * Serving Flask app 'server'
[2025-02-21 04:00:18][FLASK] -  * Debug mode: off
[2025-02-21 04:00:18][WEBSOCKET] -  * Serving Flask app 'websocket'
[2025-02-21 04:00:18][WEBSOCKET] -  * Debug mode: off
[2025-02-21 04:00:19][MAIN] - Already up to date.
[2025-02-21 04:00:19][MAIN] - Audio set on automatically
[2025-02-21 04:00:19][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-21 04:00:20][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-21 04:00:20][MAIN] - To Arduino: STRIPTOPG4
[2025-02-21 04:00:20][MAIN] - Command AUDIOON sent
[2025-02-21 04:00:20][MAIN] - To Arduino: LIGHTSOFF
[2025-02-21 04:03:19][MAIN] - Audio set off automatically
[2025-02-21 04:03:19][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-21 04:03:20][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-21 04:03:23][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-21 04:03:23][MAIN] - To Arduino: STRIPTOPOFF
[2025-02-21 04:03:23][MAIN] - Command AUDIOOFF sent
[2025-02-21 05:18:24][FLASK] - PING
[2025-02-21 07:30:00][MAIN] - To Arduino: LIGHTSON
[2025-02-21 10:15:55][FLASK] - AUDIO: {'audio': 'on'}
[2025-02-21 10:15:55][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-21 10:15:56][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-21 10:15:56][FLASK] - STRIP: {'strip': 'topG4'}
[2025-02-21 10:15:56][MAIN] - To Arduino: STRIPTOPG4
[2025-02-21 10:15:56][MAIN] - Command AUDIOON sent
[2025-02-21 10:15:57][MAIN] - To Arduino: STRIPOFF
[2025-02-21 10:15:57][MAIN] - To Arduino: STRIPTOPDEF
[2025-02-21 10:15:57][MAIN] - To Arduino: STRIPON
[2025-02-21 10:15:57][MAIN] - To Arduino: STRIPG4
[2025-02-21 10:15:57][MAIN] - Command STRIPTOPG4 sent
[2025-02-21 10:16:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:16:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:16:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:16:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:16:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:16:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:17:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:17:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:17:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:17:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:17:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:17:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:18:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:18:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:18:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:18:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:18:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:18:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:19:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:19:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:19:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:19:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:19:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-21 10:19:56][FLASK] - AUDIO: {'audio': 'pingvol'}
