[2025-03-30 12:02:18][MAIN] - Bot is ready.
[2025-03-30 12:02:18][MAIN] - Pulling from GitHub: /home/claudio/Python-Projects/RoomServer
[2025-03-30 12:02:19][MAIN] - Contacting Arduino..
[2025-03-30 12:02:19][MAIN] - Already up to date.
[2025-03-30 12:02:19][MAIN] - Arduino found!
[2025-03-30 12:02:19][MAIN] - Actuator running.
[2025-03-30 12:02:19][MAIN] - To Arduino: AUDIOON/OFF
[2025-03-30 12:02:20][MAIN] - To Arduino: AUDIOON/OFF
[2025-03-30 12:02:23][MAIN] - To Arduino: AUDIOON/OFF
[2025-03-30 12:02:24][MAIN] - To Arduino: STRIPTOPOFF
[2025-03-30 12:02:24][MAIN] - Audio set on automatically
[2025-03-30 12:02:24][MAIN] - To Arduino: AUDIOON/OFF
[2025-03-30 12:02:24][MAIN] - IP 84.155.74.137 uploaded to:
[2025-03-30 12:02:24][MAIN] - https://storage.googleapis.com/ip-manager42.appspot.com/RaspberryPi-Cyan/ip_server.txt
[2025-03-30 12:02:24][FLASK] -  * Serving Flask app 'server'
[2025-03-30 12:02:24][FLASK] -  * Debug mode: off
[2025-03-30 12:02:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:02:25][WEBSOCKET] -  * Serving Flask app 'websocket_server'
[2025-03-30 12:02:25][WEBSOCKET] -  * Debug mode: off
[2025-03-30 12:02:25][MAIN] - To Arduino: AUDIOON/OFF
[2025-03-30 12:02:25][MAIN] - To Arduino: STRIPTOPG4
[2025-03-30 12:02:26][MAIN] - Command AUDIOON sent
[2025-03-30 12:02:26][MAIN] - To Arduino: LIGHTSON
[2025-03-30 12:02:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:02:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:02:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:03:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:03:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:03:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:03:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:03:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:03:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:04:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:04:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:04:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:04:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:04:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:04:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:05:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:05:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:05:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:05:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:05:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:05:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:06:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:06:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:06:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:06:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:06:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:06:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:07:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:07:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:07:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:07:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:07:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:07:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:08:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:08:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-30 12:08:26][FLASK] - AUDIO: {'audio': 'pingvol'}
