[2025-04-13 04:00:26][MAIN] - Bot is ready.
[2025-04-13 04:00:26][MAIN] - Pulling from GitHub: /home/claudio/Python-Projects/RoomServer
[2025-04-13 04:00:27][MAIN] - Contacting Arduino..
[2025-04-13 04:00:28][MAIN] - Arduino found!
[2025-04-13 04:00:28][MAIN] - Actuator running.
[2025-04-13 04:00:28][MAIN] - To Arduino: LIGHTSOFF
[2025-04-13 04:00:28][MAIN] - Already up to date.
[2025-04-13 04:00:32][MAIN] - IP 84.150.114.111 uploaded to:
[2025-04-13 04:00:32][MAIN] - https://storage.googleapis.com/ip-manager42.appspot.com/RaspberryPi-Cyan/ip_server.txt
[2025-04-13 04:00:32][FLASK] -  * Serving Flask app 'server'
[2025-04-13 04:00:32][FLASK] -  * Debug mode: off
[2025-04-13 04:00:32][WEBSOCKET] -  * Serving Flask app 'websocket_server'
[2025-04-13 04:00:32][WEBSOCKET] -  * Debug mode: off
[2025-04-13 04:00:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:00:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:00:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:01:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:01:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:01:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:01:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:01:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:01:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:02:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:02:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:02:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:02:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:02:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:02:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:03:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:03:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:03:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:03:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:03:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:03:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:04:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:04:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:04:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:04:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:04:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:04:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:05:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:05:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:05:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:05:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:05:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:05:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:06:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:06:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:06:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:06:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:06:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:06:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:07:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:07:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:07:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:07:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:07:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:07:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:08:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:08:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:08:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:08:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:08:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:08:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:09:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:09:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:09:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:09:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:09:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:09:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:10:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:10:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:10:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:10:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:10:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:10:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:11:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:11:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:11:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:11:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:11:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:11:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:12:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:12:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:12:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:12:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:12:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:12:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:13:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:13:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:13:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:13:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:13:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:14:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:14:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:14:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:14:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:14:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:14:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:15:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:15:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:15:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:15:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:15:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:15:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:16:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:16:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:16:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:16:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:16:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:16:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:17:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:17:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:17:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:17:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:17:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:17:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:18:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:18:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:18:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:18:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:18:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:18:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:19:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:19:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:19:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:19:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:19:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:19:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:20:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:20:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:20:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:20:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:20:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:20:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:21:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:21:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:21:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:21:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:21:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:21:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:22:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:22:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:22:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:22:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:22:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:22:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:23:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:23:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:23:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:23:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:23:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:23:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:24:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:24:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:24:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:24:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:24:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:24:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:25:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:25:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:25:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:25:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:25:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:25:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:26:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:26:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:26:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:26:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:26:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:26:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:27:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:27:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:27:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:27:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:27:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:27:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:28:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:28:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:28:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:28:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:28:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:28:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:29:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:29:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:29:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:29:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:29:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:29:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:30:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:30:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:30:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:30:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:30:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:30:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:31:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:31:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:31:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:31:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:31:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:31:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:32:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:32:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:32:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:32:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:32:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:32:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:33:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:33:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:33:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:33:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:33:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:33:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:34:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:34:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:34:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:34:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:34:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:34:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:35:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:35:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:35:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:35:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:35:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:35:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:36:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:36:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:36:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:36:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-04-13 04:36:45][FLASK] - AUDIO: {'audio': 'pingvol'}
