[2025-02-18 04:00:17][MAIN] - Bot is ready.
[2025-02-18 04:00:18][MAIN] - Contacting Arduino..
[2025-02-18 04:00:19][MAIN] - Arduino found!
[2025-02-18 04:00:19][MAIN] - Actuator running.
[2025-02-18 04:00:19][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-18 04:00:20][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-18 04:00:23][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-18 04:00:23][MAIN] - IP 84.150.103.227 uploaded to:
[2025-02-18 04:00:23][MAIN] - https://storage.googleapis.com/ip-manager42.appspot.com/RaspberryPi-Cyan/ip_server.txt
[2025-02-18 04:00:23][MAIN] - To Arduino: STRIPTOPOFF
[2025-02-18 04:00:23][MAIN] - Pulling from GitHub: /home/claudio/Python-Projects/RoomServer
[2025-02-18 04:00:23][FLASK] -  * Serving Flask app 'server'
[2025-02-18 04:00:23][FLASK] -  * Debug mode: off
[2025-02-18 04:00:23][WEBSOCKET] -  * Serving Flask app 'websocket'
[2025-02-18 04:00:23][WEBSOCKET] -  * Debug mode: off
[2025-02-18 04:00:24][MAIN] - Already up to date.
[2025-02-18 04:00:24][MAIN] - Audio set on automatically
[2025-02-18 04:00:24][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-18 04:00:25][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-18 04:00:26][MAIN] - To Arduino: STRIPTOPG4
[2025-02-18 04:00:26][MAIN] - Command AUDIOON sent
[2025-02-18 04:00:26][MAIN] - To Arduino: LIGHTSOFF
[2025-02-18 04:03:24][MAIN] - Audio set off automatically
[2025-02-18 04:03:24][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-18 04:03:25][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-18 04:03:28][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-18 04:03:29][MAIN] - To Arduino: STRIPTOPOFF
[2025-02-18 04:03:29][MAIN] - Command AUDIOOFF sent
[2025-02-18 04:49:12][FLASK] - PING
[2025-02-18 07:30:00][MAIN] - To Arduino: LIGHTSON
[2025-02-18 12:42:28][FLASK] - AUDIO: {'audio': 'on'}
[2025-02-18 12:42:28][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-18 12:42:29][FLASK] - STRIP: {'strip': 'topG4'}
[2025-02-18 12:42:29][MAIN] - To Arduino: AUDIOON/OFF
[2025-02-18 12:42:30][MAIN] - To Arduino: STRIPTOPG4
[2025-02-18 12:42:30][MAIN] - Command AUDIOON sent
[2025-02-18 12:42:30][MAIN] - To Arduino: STRIPOFF
[2025-02-18 12:42:31][MAIN] - To Arduino: STRIPTOPDEF
