[2025-04-02 04:00:30][MAIN] - Bot is ready.
[2025-04-02 04:00:30][MAIN] - Pulling from GitHub: /home/claudio/Python-Projects/RoomServer
[2025-04-02 04:00:31][MAIN] - Contacting Arduino..
[2025-04-02 04:00:31][MAIN] - Already up to date.
[2025-04-02 04:00:31][MAIN] - Arduino found!
[2025-04-02 04:00:31][MAIN] - Actuator running.
[2025-04-02 04:00:31][MAIN] - To Arduino: AUDIOON/OFF
[2025-04-02 04:00:32][MAIN] - To Arduino: AUDIOON/OFF
[2025-04-02 04:00:36][MAIN] - To Arduino: AUDIOON/OFF
[2025-04-02 04:00:36][MAIN] - IP 84.155.74.137 uploaded to:
[2025-04-02 04:00:36][MAIN] - https://storage.googleapis.com/ip-manager42.appspot.com/RaspberryPi-Cyan/ip_server.txt
[2025-04-02 04:00:36][FLASK] -  * Serving Flask app 'server'
[2025-04-02 04:00:36][FLASK] -  * Debug mode: off
[2025-04-02 04:00:36][MAIN] - To Arduino: STRIPTOPOFF
[2025-04-02 04:00:36][MAIN] - Audio set on automatically
[2025-04-02 04:00:36][MAIN] - To Arduino: AUDIOON/OFF
[2025-04-02 04:00:36][WEBSOCKET] -  * Serving Flask app 'websocket_server'
[2025-04-02 04:00:36][WEBSOCKET] -  * Debug mode: off
[2025-04-02 04:00:37][MAIN] - To Arduino: AUDIOON/OFF
[2025-04-02 04:00:38][MAIN] - To Arduino: STRIPTOPG4
[2025-04-02 04:00:38][MAIN] - Command AUDIOON sent
[2025-04-02 04:00:38][MAIN] - To Arduino: LIGHTSOFF
[2025-04-02 04:03:36][MAIN] - Audio set off automatically
[2025-04-02 04:03:36][MAIN] - To Arduino: AUDIOON/OFF
[2025-04-02 04:03:37][MAIN] - To Arduino: AUDIOON/OFF
[2025-04-02 04:03:40][MAIN] - To Arduino: AUDIOON/OFF
[2025-04-02 04:03:41][MAIN] - To Arduino: STRIPTOPOFF
[2025-04-02 04:03:41][MAIN] - Command AUDIOOFF sent
[2025-04-02 06:09:37][FLASK] - PING
[2025-04-02 07:30:00][MAIN] - To Arduino: LIGHTSON
[2025-04-02 08:27:38][FLASK] - AUDIO: {'audio': 'on'}
[2025-04-02 08:27:38][MAIN] - To Arduino: AUDIOON/OFF
[2025-04-02 08:27:39][MAIN] - To Arduino: AUDIOON/OFF
[2025-04-02 08:27:39][MAIN] - To Arduino: STRIPTOPG4
[2025-04-02 08:27:39][MAIN] - Command AUDIOON sent
[2025-04-02 08:27:40][FLASK] - STRIP: {'strip': 'topG4'}
[2025-04-02 08:27:40][MAIN] - To Arduino: STRIPOFF
[2025-04-02 08:27:40][MAIN] - To Arduino: STRIPTOPDEF
[2025-04-02 08:27:40][MAIN] - To Arduino: STRIPON
[2025-04-02 08:27:40][MAIN] - To Arduino: STRIPG4
[2025-04-02 08:27:40][MAIN] - Command STRIPTOPG4 sent
[2025-04-02 08:27:48][FLASK] - AUDIO: {'audio': 'pingvol'}
