[2025-03-01 04:00:28][MAIN] - Bot is ready.
[2025-03-01 04:00:28][MAIN] - Pulling from GitHub: /home/claudio/Python-Projects/RoomServer
[2025-03-01 04:00:29][MAIN] - Contacting Arduino..
[2025-03-01 04:00:29][MAIN] - Already up to date.
[2025-03-01 04:00:29][MAIN] - Arduino found!
[2025-03-01 04:00:29][MAIN] - Actuator running.
[2025-03-01 04:00:29][MAIN] - To Arduino: LIGHTSOFF
[2025-03-01 04:00:34][MAIN] - IP 84.150.103.227 uploaded to:
[2025-03-01 04:00:34][MAIN] - https://storage.googleapis.com/ip-manager42.appspot.com/RaspberryPi-Cyan/ip_server.txt
[2025-03-01 04:00:34][FLASK] -  * Serving Flask app 'server'
[2025-03-01 04:00:34][FLASK] -  * Debug mode: off
[2025-03-01 04:00:34][WEBSOCKET] -  * Serving Flask app 'websocket_server'
[2025-03-01 04:00:34][WEBSOCKET] -  * Debug mode: off
[2025-03-01 04:00:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:00:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:00:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:01:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:01:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:01:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:01:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:01:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:01:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:02:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:02:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:02:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:02:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:02:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:02:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:03:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:03:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:03:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:03:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:03:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:03:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:04:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:04:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:04:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:04:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:04:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:04:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:05:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:05:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:05:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:05:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:05:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:05:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:06:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:06:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:06:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:06:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:06:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:06:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:07:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:07:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:07:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:07:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:07:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:07:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:08:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:08:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:08:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:08:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:08:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:08:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:09:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:09:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:09:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:09:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:09:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:09:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:10:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:10:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:10:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:10:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:10:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:10:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:11:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:11:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:11:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:11:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:11:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:11:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:12:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:12:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:12:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:12:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:12:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:12:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:13:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:13:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:13:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:13:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:13:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:13:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:14:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:14:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:14:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:14:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:14:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:14:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:15:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:15:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:15:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:15:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-03-01 04:15:50][FLASK] - AUDIO: {'audio': 'pingvol'}
