[2025-02-16 04:00:23][MAIN] - Bot is ready.
[2025-02-16 04:00:24][MAIN] - Contacting Arduino..
[2025-02-16 04:00:25][MAIN] - Arduino found!
[2025-02-16 04:00:25][MAIN] - Actuator running.
[2025-02-16 04:00:25][MAIN] - Pulling from GitHub: /home/claudio/Python-Projects/RoomServer
[2025-02-16 04:00:26][MAIN] - Already up to date.
[2025-02-16 04:00:27][MAIN] - To Arduino: LIGHTSOFF
[2025-02-16 04:00:29][MAIN] - IP 84.150.103.227 uploaded to:
[2025-02-16 04:00:29][MAIN] - https://storage.googleapis.com/ip-manager42.appspot.com/RaspberryPi-Cyan/ip_server.txt
[2025-02-16 04:00:29][FLASK] -  * Serving Flask app 'server'
[2025-02-16 04:00:29][FLASK] -  * Debug mode: off
[2025-02-16 04:00:29][WEBSOCKET] -  * Serving Flask app 'websocket'
[2025-02-16 04:00:29][WEBSOCKET] -  * Debug mode: off
[2025-02-16 04:00:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:00:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:00:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:01:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:01:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:01:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:01:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:01:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:01:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:02:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:02:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:02:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:02:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:02:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:02:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:03:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:03:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:03:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:03:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:03:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:03:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:04:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:04:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:04:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:04:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-16 04:04:48][FLASK] - AUDIO: {'audio': 'pingvol'}
